gene_family,gene,DA63332_rgi_table,DA63950_rgi_table,DA63130_rgi_table,DA63958_rgi_table,DA63964_rgi_table,DA63914_rgi_table,DA64024_rgi_table,DA63214_rgi_table,DA63654_rgi_table,DA63196_rgi_table,DA63246_rgi_table,DA63994_rgi_table,DA63760_rgi_table,DA63116_rgi_table,DA62892_rgi_table,DA68937_rgi_table,DA63826_rgi_table,DA63596_rgi_table,DA63834_rgi_table,DA63374_rgi_table,DA63688_rgi_table,DA63870_rgi_table,DA62984_rgi_table,DA63008_rgi_table,DA63212_rgi_table,DA63698_rgi_table,DA63020_rgi_table,DA63122_rgi_table,DA63274_rgi_table,DA63842_rgi_table,DA63922_rgi_table,DA62916_rgi_table,DA63152_rgi_table,DA63032_rgi_table,DA63142_rgi_table,DA68923_rgi_table,DA63916_rgi_table,DA63770_rgi_table,DA63184_rgi_table,DA63366_rgi_table,DA62978_rgi_table,DA62976_rgi_table,DA63090_rgi_table,DA63236_rgi_table,DA63660_rgi_table,DA63906_rgi_table,DA63300_rgi_table,DA63084_rgi_table,DA62972_rgi_table,DA63704_rgi_table,DA63166_rgi_table,DA63796_rgi_table,DA63290_rgi_table,DA63626_rgi_table,DA63024_rgi_table,DA63134_rgi_table,DA63580_rgi_table,DA63678_rgi_table,DA62982_rgi_table,DA63718_rgi_table,DA63586_rgi_table,DA63034_rgi_table,DA63892_rgi_table,DA63658_rgi_table,DA63672_rgi_table,DA63012_rgi_table,DA63210_rgi_table,DA63182_rgi_table,DA63360_rgi_table,DA63322_rgi_table,DA63362_rgi_table,DA63098_rgi_table,DA62918_rgi_table,DA63780_rgi_table,DA63902_rgi_table,DA63192_rgi_table,DA63882_rgi_table,DA63004_rgi_table,DA63382_rgi_table,DA63656_rgi_table,DA63766_rgi_table,DA63784_rgi_table,DA63254_rgi_table,DA63754_rgi_table,DA62934_rgi_table,DA63726_rgi_table,DA63158_rgi_table,DA63880_rgi_table,DA63060_rgi_table,DA63928_rgi_table,DA62900_rgi_table,DA63850_rgi_table,DA68972_rgi_table,DA63790_rgi_table,DA62998_rgi_table,DA63934_rgi_table,DA63262_rgi_table,DA63244_rgi_table,DA63926_rgi_table,DA63828_rgi_table,DA63038_rgi_table,DA63298_rgi_table,DA63292_rgi_table,DA63648_rgi_table,DA63932_rgi_table,DA63014_rgi_table,DA63960_rgi_table,DA63198_rgi_table,DA64004_rgi_table,DA63978_rgi_table,DA62992_rgi_table,DA62912_rgi_table,DA63714_rgi_table,DA63800_rgi_table,DA62964_rgi_table,DA63966_rgi_table,DA63310_rgi_table,DA63138_rgi_table,DA62990_rgi_table,DA63318_rgi_table,DA62904_rgi_table,DA63356_rgi_table,DA63260_rgi_table,DA63216_rgi_table,DA63730_rgi_table,DA63154_rgi_table,DA62890_rgi_table,DA63140_rgi_table,DA63066_rgi_table,DA63056_rgi_table,DA68966_rgi_table,DA63848_rgi_table,DA63058_rgi_table,DA63052_rgi_table,DA63284_rgi_table,DA63368_rgi_table,DA63112_rgi_table,DA63040_rgi_table,DA62928_rgi_table,DA63186_rgi_table,DA68903_rgi_table,DA63676_rgi_table,DA63330_rgi_table,DA63266_rgi_table,DA64000_rgi_table,DA63222_rgi_table,DA63104_rgi_table,DA63160_rgi_table,DA63918_rgi_table,DA62974_rgi_table,DA63696_rgi_table,DA64008_rgi_table,DA63124_rgi_table,DA63174_rgi_table,DA68974_rgi_table,DA64060_rgi_table,DA63228_rgi_table,DA63920_rgi_table,DA63296_rgi_table,DA63000_rgi_table,DA63156_rgi_table,DA63338_rgi_table,DA63344_rgi_table,DA63162_rgi_table,DA63044_rgi_table,DA63188_rgi_table,DA63758_rgi_table,DA63702_rgi_table,DA63276_rgi_table,DA63598_rgi_table,DA63062_rgi_table,DA63232_rgi_table,DA68978_rgi_table,DA63938_rgi_table,DA63816_rgi_table,DA63876_rgi_table,DA63942_rgi_table,DA68970_rgi_table,DA63980_rgi_table,DA63256_rgi_table,DA63316_rgi_table,DA63204_rgi_table,DA63894_rgi_table,DA63686_rgi_table,DA63110_rgi_table,DA68901_rgi_table,DA63224_rgi_table,DA63006_rgi_table,DA63662_rgi_table,DA63294_rgi_table,DA63042_rgi_table,DA62914_rgi_table,DA68917_rgi_table,DA63096_rgi_table,DA63314_rgi_table,DA63668_rgi_table,DA63176_rgi_table,DA63240_rgi_table,DA63050_rgi_table,DA63282_rgi_table,DA63804_rgi_table,DA62940_rgi_table,DA63234_rgi_table,DA62944_rgi_table,DA63128_rgi_table,DA63738_rgi_table,DA63642_rgi_table,DA63348_rgi_table,DA63074_rgi_table,DA68911_rgi_table,DA63230_rgi_table,DA63710_rgi_table,DA62924_rgi_table,DA63016_rgi_table,DA63380_rgi_table,DA63324_rgi_table,DA64048_rgi_table,DA63278_rgi_table,DA63684_rgi_table,DA63148_rgi_table,DA62996_rgi_table,DA63088_rgi_table,DA68895_rgi_table,DA62898_rgi_table,DA63270_rgi_table,DA63878_rgi_table,DA63220_rgi_table,DA62888_rgi_table,DA63010_rgi_table,DA63898_rgi_table,DA63028_rgi_table,DA63168_rgi_table,DA68893_rgi_table,DA63250_rgi_table,DA62908_rgi_table,DA63734_rgi_table,DA63682_rgi_table,DA68982_rgi_table,DA63118_rgi_table,DA63312_rgi_table,DA63670_rgi_table,DA63838_rgi_table,DA63272_rgi_table,DA63288_rgi_table,DA63200_rgi_table,DA63810_rgi_table,DA63268_rgi_table,DA63746_rgi_table,DA63100_rgi_table,DA63190_rgi_table,DA63248_rgi_table,DA63694_rgi_table,DA63302_rgi_table,DA64046_rgi_table,DA63264_rgi_table,DA63144_rgi_table,DA63864_rgi_table,DA63988_rgi_table,DA68980_rgi_table,DA62886_rgi_table,DA63114_rgi_table,DA63146_rgi_table,DA63346_rgi_table,DA63064_rgi_table,DA63748_rgi_table,DA68939_rgi_table,DA63974_rgi_table,DA64034_rgi_table,DA68897_rgi_table,DA68945_rgi_table,DA63328_rgi_table,DA64016_rgi_table,DA63126_rgi_table,DA62958_rgi_table,DA63570_rgi_table,DA63588_rgi_table,DA64030_rgi_table,DA63094_rgi_table,DA62980_rgi_table,DA63068_rgi_table,DA63326_rgi_table,DA64014_rgi_table,DA63108_rgi_table,DA63102_rgi_table,DA63874_rgi_table,DA68968_rgi_table,DA63242_rgi_table,DA62986_rgi_table,DA63992_rgi_table,DA63854_rgi_table,DA62926_rgi_table,DA63972_rgi_table,DA63170_rgi_table,DA63786_rgi_table,DA63644_rgi_table,DA64044_rgi_table,DA63304_rgi_table,DA63036_rgi_table,DA63722_rgi_table,DA63832_rgi_table,DA62896_rgi_table,DA68935_rgi_table,DA63808_rgi_table,DA63640_rgi_table,DA63818_rgi_table,DA68927_rgi_table,DA68921_rgi_table,DA63092_rgi_table,DA63728_rgi_table,DA68929_rgi_table,DA63968_rgi_table,DA63886_rgi_table,DA63836_rgi_table,DA63258_rgi_table,DA62942_rgi_table,DA63320_rgi_table,DA63752_rgi_table,DA63690_rgi_table,DA63352_rgi_table,DA63194_rgi_table,DA63336_rgi_table,DA63226_rgi_table,DA63136_rgi_table,DA63608_rgi_table,DA64006_rgi_table,DA64002_rgi_table,DA62954_rgi_table,DA68907_rgi_table,DA68925_rgi_table,DA63342_rgi_table,DA63150_rgi_table,DA63772_rgi_table,DA63202_rgi_table,DA63884_rgi_table,DA64026_rgi_table,DA63996_rgi_table,DA68913_rgi_table,DA63334_rgi_table,DA63048_rgi_table,DA63054_rgi_table,DA68909_rgi_table,DA63178_rgi_table,DA63172_rgi_table,DA63652_rgi_table,DA63862_rgi_table,DA68984_rgi_table,DA63026_rgi_table,DA62922_rgi_table,DA62956_rgi_table,DA62906_rgi_table,DA63940_rgi_table,DA63030_rgi_table,DA62988_rgi_table,DA63724_rgi_table,DA63306_rgi_table,DA62994_rgi_table,DA68899_rgi_table,DA62970_rgi_table,DA63822_rgi_table,DA63350_rgi_table,DA63594_rgi_table,DA64058_rgi_table,DA63706_rgi_table,DA63286_rgi_table,DA63680_rgi_table,DA64010_rgi_table,DA63340_rgi_table,DA63206_rgi_table,DA63888_rgi_table,DA63080_rgi_table,DA68915_rgi_table,DA68919_rgi_table,DA62894_rgi_table,DA63954_rgi_table,DA63908_rgi_table,DA68905_rgi_table,DA63612_rgi_table,DA63022_rgi_table,DA63078_rgi_table,DA62920_rgi_table,DA63106_rgi_table,DA63218_rgi_table,DA62902_rgi_table,DA68976_rgi_table,DA63712_rgi_table,DA63890_rgi_table,DA63896_rgi_table,DA63238_rgi_table,DA62946_rgi_table,DA63002_rgi_table,DA63120_rgi_table,DA63252_rgi_table,DA62910_rgi_table,DA63776_rgi_table,DA63946_rgi_table,DA63924_rgi_table,DA63900_rgi_table,DA63814_rgi_table,DA63744_rgi_table,DA63762_rgi_table,DA63082_rgi_table,DA63708_rgi_table,DA63046_rgi_table
TEM beta-lactamase,TEM-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ampC-type beta-lactamase,Escherichia coli ampC,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1
ampC-type beta-lactamase,Escherichia coli ampC1 beta-lactamase,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1
ampC-type beta-lactamase,Escherichia coli ampH,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1
antibiotic resistant nfsA,Escherichia coli nfsA mutations conferring resistance to nitrofurantoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antibiotic-resistant GlpT,Escherichia coli GlpT with mutation conferring resistance to fosfomycin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
antibiotic-resistant UhpT,Escherichia coli UhpT with mutation conferring resistance to fosfomycin,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antibiotic-resistant cya adenylate cyclase,Escherichia coli CyaA with mutation conferring resistance to fosfomycin,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
antibiotic-resistant ptsI phosphotransferase,Escherichia coli PtsI with mutation conferring resistance to fosfomycin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chloramphenicol acetyltransferase (CAT),catB3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chloramphenicol acetyltransferase (CAT),catI,2,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0
